"","Deal Name","Deal Date","Deal Type","Primary Location","Primary Asset Type","Deal Overview","Investors Buyers Firms ","Bought From Sellers Firms ","Asset Regions","Asset Countries","Asset States","Asset Cities","Assets Types","Assets","Buyer Type","Seller Type","Deal Size Usd Mn ","No Of Assets","Total Size Sq Ft ","distance.x","Year_Month","Town","distance","Date","Fed_Rate","Labor_Force","Employment","Unemployment","Unemployment_Rate","HomeValue","Date_Year","Estimate Population 16 years and over","Estimate In labor force","Estimate In labor force!!Civilian labor force","Estimate In labor force Employed","Estimate In labor force Unemployed","Estimate In labor force!!Armed Forces","Estimate Not in labor force","Estimate Civilian labor force","Estimate Females 16 years and over","Estimate Own children under 6 years","Estimate All parents in family in labor force","Estimate Own children 6 to 17 years","Estimate Workers 16 years and over","Estimate Car, truck, or van -- drove alone","Estimate Car, truck, or van -- carpooled","Estimate Public transportation (excluding taxicab)","Estimate Walked","Estimate Other means","Estimate Worked at home","Estimate Mean travel time to work (minutes)","Estimate Civilian employed population 16 years and over","Estimate Management, business, science, and arts occupations","Estimate Service occupations","Estimate Sales and office occupations","Estimate Natural resources, construction, and maintenance occupations","Estimate Production, transportation, and material moving occupations","Estimate Civilian employed population 16 years and over.1","Estimate Agriculture, forestry, fishing and hunting, and mining","Estimate Construction","Estimate Manufacturing","Estimate Wholesale trade","Estimate Retail trade","Estimate Transportation and warehousing, and utilities","Estimate Information","Estimate Finance and insurance, and real estate and rental and leasing","Estimate Professional, scientific, and management, and administrative and waste management services","Estimate Educational services, and health care and social assistance","Estimate Arts, entertainment, and recreation, and accommodation and food services","Estimate Other services, except public administration","Estimate Public administration","Estimate Civilian employed population 16 years and over.2","Estimate Private wage and salary workers","Estimate Government workers","Estimate Self-employed in own not incorporated business workers","Estimate Unpaid family workers","Estimate Total households","Estimate Less than $10,000","Estimate $10,000 to $14,999","Estimate $15,000 to $24,999","Estimate $25,000 to $34,999","Estimate $35,000 to $49,999","Estimate $50,000 to $74,999","Estimate $75,000 to $99,999","Estimate $100,000 to $149,999","Estimate $150,000 to $199,999","Estimate $200,000 or more","Estimate Median household income (dollars)","Estimate Mean household income (dollars)","Estimate With earnings","Estimate With earnings!!Mean earnings (dollars)","Estimate With Social Security","Estimate With Social Security!!Mean Social Security income (dollars)","Estimate With retirement income","Estimate With retirement income!!Mean retirement income (dollars)","Estimate With Supplemental Security Income","Estimate With Supplemental Security Income!!Mean Supplemental Security Income (dollars)","Estimate With cash public assistance income","Estimate With cash public assistance income!!Mean cash public assistance income (dollars)","Estimate With Food Stamp/SNAP benefits in the past 12 months","Estimate Families","Estimate Median family income (dollars)","Estimate Mean family income (dollars)","Estimate Per capita income (dollars)","Estimate Nonfamily households","Estimate Median nonfamily income (dollars)","Estimate Mean nonfamily income (dollars)","Estimate Median earnings for workers (dollars)","Estimate Median earnings for male full-time, year-round workers (dollars)","Estimate Median earnings for female full-time, year-round workers (dollars)","Estimate Civilian noninstitutionalized population","Estimate With health insurance coverage","Estimate With health insurance coverage!!With private health insurance","Estimate With health insurance coverage!!With public coverage","Estimate No health insurance coverage","Estimate Civilian noninstitutionalized population under 18 years","Estimate Civilian noninstitutionalized population 18 to 64 years","Estimate In labor force.1","Estimate In labor force!!Employed","Estimate In labor force With health insurance coverage","Estimate In labor force With health insurance coverage!!With private health insurance","Estimate In labor force With health insurance coverage!!With public coverage","Estimate In labor force No health insurance coverage","Estimate In labor force!!Unemployed","Estimate In labor force With health insurance coverage.1","Estimate In labor force With health insurance coverage!!With private health insurance.1","Estimate In labor force With health insurance coverage!!With public coverage.1","Estimate In labor force No health insurance coverage.1","Estimate Not in labor force.1","Estimate Not in labor force!!With health insurance coverage","Estimate Not in labor force With private health insurance","Estimate Not in labor force With public coverage","Estimate Not in labor force!!No health insurance coverage","Estimate All families","Estimate All families!!With related children under 18 years","Estimate All families With related children under 5 years only","Estimate Married couple families","Estimate Married couple families!!With related children under 18 years","Estimate Married couple families With related children under 5 years only","Estimate Families with female householder, no husband present","Estimate Families with female householder, no husband present!!With related children under 18 years","Estimate Families with female householder, no husband present With related children under 5 years only","Estimate Under 18 years!!Related children under 18 years","Estimate Under 18 years Related children under 5 years","Estimate Under 18 years Related children 5 to 17 years","Opportunity_Zone"
"1626","Los Alamos Development Site",2014-11-15,"Single Asset","US","Land","In November 2014, Avanti Investment Advisors acquired Los Alamos Development Site from an unidentified seller. The residential development site is located in
Murrieta, CA, US.","Avanti Investment Advisors","Unidentified Seller/s","North America","US","CA","Murrieta","Land, Development Site","Los Alamos Development Site","Fund Manager","Other",NA,NA,NA,NA,"2014-11","Murrieta",0,2014-11-01,0.09,"1543047","1451480","91567","5.9",347010.789266547,"2014","80267","52136","51103","45152","5951","1033","28131","51103","40904","8135","3290","22408","44912","34935","5847","63","756","711","2600","37.2","45152","16992","9812","11400","3638","3310","45152","308","3593","3297","1361","5062","2538","522","3479","4500","9114","5375","3171","2832","45152","35153","7753","2246","0","32617","1541","729","1831","2777","3354","5330","6114","5444","2301","3196","76766","97257","26935","99049","7488","19855","5213","24244","2047","10608","1155","3855","1881","25332","79617","105034","30998","7285","40384","61666","35392","69579","42497","107214","95013","77432","27686","12201","31879","64746","49213","44033","37395","35049","4166","6638","5180","3961","3223","946","1219","15533","13594","10131","4317","1939","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"1627","3020 Duluth Street",2014-11-15,"Single Asset","US","Industrial","In November 2014, Citivest Commercial Investments sold 3020 Duluth Street to an unidentified buyer. The industrial property is located in Sacramento, CA, US.","Unidentified Buyer/s","Citivest Commercial Investments","North America","US","CA","Sacramento","Industrial","3020 Duluth Street","Other","Fund Manager",1.41,NA,32000,NA,"2014-11","Sacramento",0,2014-11-01,0.09,"1045872","976559","69313","6.6",268258.979229208,"2014","378284","237122","236430","212022","24408","692","141162","236430","194975","39724","25033","72479","207214","154928","23250","8420","6180","5918","8518","24.2","212022","78411","43923","52338","17065","20285","212022","1398","12928","10242","6078","21023","10872","4229","12102","25853","47765","24068","10913","24551","212022","149365","49596","12616","445","177553","13931","15022","18232","18422","25083","29713","20515","20458","9168","7009","48829","70437","135399","72186","42262","16068","29634","32876","19892","10383","9891","5070","24649","104538","57084","82838","26656","73015","36506","49918","30535","45604","42166","480323","425109","288941","183070","55214","118418","306710","226234","203165","173788","153188","25925","29377","23069","17097","7960","10166","5972","80476","67644","32500","40048","12832","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1628","Meadowlark Golf Course",2014-11-15,"Single Asset","US","Niche","In November 2014, Arcis Equity Partners acquired Meadowlark Golf Course from an unidentified seller. The leisure property is located in Los Angeles, CA, US.","Arcis Equity Partners","Unidentified Seller/s","North America","US","CA","Los Angeles","Niche, Leisure/Entertainment","Meadowlark Golf Course","Fund Manager","Other",NA,NA,NA,NA,"2014-11","Los Angeles",0,2014-11-01,0.09,"6582279","6111300","470979","7.2",573266.165921086,"2014","3168861","2108160","2107329","1917414","189915","831","1060701","2107329","1601985","286518","179797","528163","1865765","1274181","166249","198488","63501","55977","107369","30.2","1917414","698722","394502","442225","154206","227759","1917414","10130","120726","167879","54941","198121","75748","109684","122694","263209","368833","250163","134285","41001","1917414","1531269","172477","210247","3421","1343084","104136","94456","161722","141565","162251","216170","139071","153470","72493","97750","50544","80620","1112686","81186","289013","15625","127460","25136","94670","9135","55024","4518","136912","805997","55147","89793","29195","537087","39756","63027","26583","38903","38575","3901430","3213899","2035408","1413095","687531","855397","2601134","2003514","1823868","1391665","1190751","227701","432203","179646","118416","63577","58967","61230","597620","461491","245747","234889","136129","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1629","One Culver",2014-11-15,"Single Asset","US","Office","In November 2014, LBA Realty acquired One Culver from an unidentified seller. The office property, formerly known as Sony Pictures Plaza, is located in Los Angeles, CA, US.","LBA Realty","Unidentified Seller/s","North America","US","CA","Los Angeles","Creative/Loft, Office","One Culver","Fund Manager","Other",159,NA,363000,NA,"2014-11","Los Angeles",0,2014-11-01,0.09,"6582279","6111300","470979","7.2",573266.165921086,"2014","3168861","2108160","2107329","1917414","189915","831","1060701","2107329","1601985","286518","179797","528163","1865765","1274181","166249","198488","63501","55977","107369","30.2","1917414","698722","394502","442225","154206","227759","1917414","10130","120726","167879","54941","198121","75748","109684","122694","263209","368833","250163","134285","41001","1917414","1531269","172477","210247","3421","1343084","104136","94456","161722","141565","162251","216170","139071","153470","72493","97750","50544","80620","1112686","81186","289013","15625","127460","25136","94670","9135","55024","4518","136912","805997","55147","89793","29195","537087","39756","63027","26583","38903","38575","3901430","3213899","2035408","1413095","687531","855397","2601134","2003514","1823868","1391665","1190751","227701","432203","179646","118416","63577","58967","61230","597620","461491","245747","234889","136129","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1630","Cornerstone Sonoma",2014-11-15,"Single Asset","US","Retail","In November 2014, Kenwood Investments acquired Cornerstone Sonoma from an unidentified seller. The retail property is located in Sonoma, CA, US.","Kenwood Investments","Unidentified Seller/s","North America","US","CA","Sonoma","Retail, Shopping Center","Cornerstone Sonoma","Fund Manager","Other",NA,NA,23000,NA,"2014-11","Santa Rosa",14020.1408574122,2014-11-01,0.09,"256786","243312","13474","5.2",435795.698798471,"2014","137559","89411","89335","83902","5433","76","48148","89335","72516","12776","9681","26078","82782","64083","6879","2106","1942","2205","5567","22.6","83902","29587","17624","19226","8275","9190","83902","2032","4768","9458","2528","8443","2127","1295","4704","10783","19780","9801","5352","2831","83902","65004","10451","8288","159","65282","2853","3398","5629","5342","8528","12052","9908","8462","4911","4199","63280","82209","50688","81683","20910","16814","11735","31178","3270","8040","1393","4899","5119","39838","74634","95751","31661","25444","45165","55602","31955","49109","42021","172306","156694","119991","57587","15612","41043","106614","83855","79360","68384","62922","6570","10976","4495","3788","2052","1913","707","22759","20055","12555","9452","2704","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1631","Laguna 99",2014-11-13,"Single Asset","US","Retail","In November 2014, Phillips Edison & Company acquired Laguna 99 from an unidentified seller. The retail property is located in Elk Grove, CA, US.","Phillips Edison & Company","Unidentified Seller/s","North America","US","CA","Elk Grove","Retail, Shopping Center","Laguna 99","Fund Manager","Other",NA,NA,89188,NA,"2014-11","Elk Grove",0,2014-11-01,0.09,"1045872","976559","69313","6.6",324174.0323374,"2014","124059","81630","81313","74406","6907","317","42429","81313","65360","13446","8139","30239","73156","55772","9849","1665","132","517","5221","31.1","74406","31878","13013","18640","4744","6131","74406","530","4012","3269","2531","8860","4022","1435","5089","7169","18829","5751","3871","9038","74406","50980","17604","5485","337","50142","1752","2337","3812","2193","4435","8186","6944","11529","5358","3596","81768","98196","41516","97789","12868","18382","11032","36746","3451","10365","1581","3765","3922","40014","94207","106526","30808","10128","42119","61531","40627","65221","49753","163054","151983","119958","47455","11071","45361","100082","77805","71788","66696","61853","6505","5092","6017","4652","2334","2456","1365","22277","20019","13492","8747","2258","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"1632","50 Fremont Street",2014-11-12,"Single Asset","US","Office","In November 2014, Nuveen Real Estate sold 50 Fremont Street to Salesforce Ventures. The office property is located in San Francisco, CA, US.","Salesforce Ventures","Nuveen","North America","US","CA","San Francisco","Office, CBD Office","50 Fremont Street","Fund Manager","Fund Manager",640,NA,817000,NA,"2014-11","San Francisco",0,2014-11-01,0.09,"2456099","2336543","119556","4.9000000000000004",1078007.94215995,"2014","748331","525881","525656","493105","32551","225","222450","525656","367778","43932","30581","65164","480997","164564","34132","163484","53875","31356","33586","31.7","493105","265311","88680","94445","16092","28577","493105","1254","14867","23466","8478","47445","19722","30990","37117","112460","93032","66772","21575","15927","493105","394282","56014","42004","805","353406","21295","20780","25225","18566","30151","44777","37803","64273","33708","56828","85070","119215","283893","126022","82769","16470","40522","27457","25420","9301","8630","5660","15301","162498","100850","141220","51727","190908","68748","97202","49201","73173","62090","847976","787099","618159","239652","60877","114185","613494","501512","469935","434404","398628","41883","35531","31577","23858","14051","10894","7719","111982","98252","59328","44737","13730","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1633","2080 South Cucamonga Avenue",2014-11-11,"Single Asset","US","Industrial","In November 2014, Newcastle Partners sold 2080 South Cucamonga Avenue to Flags Importer, Inc. The industrial property is located in Ontario, CA, US.","Unidentified Buyer/s","Newcastle Partners","North America","US","CA","Ontario","Industrial, Distribution Warehouse","2080 South Cucamonga Avenue","Other","Fund Manager",8.1,NA,90250,NA,"2014-11","Ontario",0,2014-11-01,0.09,"1931049","1786660","144389","7.5",302722.274209958,"2014","129639","85753","85662","78095","7567","91","43886","85662","67458","13330","8147","30088","76869","56971","12245","1997","1529","988","3139","30.9","78095","18871","13665","20028","7855","17676","78095","656","5737","10226","4321","9840","7130","1432","2513","9697","13901","6235","3203","3204","78095","62017","10437","5208","433","47375","2831","2346","4954","4044","7816","9670","6511","5686","2197","1320","52225","65979","40984","65131","9961","17134","5798","19799","2456","9794","2887","3794","6237","35749","58148","70167","19601","11626","30189","44235","25284","40878","33179","168613","141559","87278","60748","27054","45985","109560","82759","75645","61524","51881","10837","14121","7114","5106","2578","2577","2008","26801","18493","9413","9847","8308","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1634","814 San Aleso Avenue",2014-11-11,"Single Asset","US","Office","In November 2014, Hackman Capital acquired 814 San Aleso Avenue from an unidentified seller. The office property is located in Sunnyvale, CA, US.","Hackman Capital","Unidentified Seller/s","North America","US","CA","Sunnyvale","Office, Office - R&D","814 San Aleso Avenue","Fund Manager","Other",NA,NA,31657,NA,"2014-11","Sunnyvale",0,2014-11-01,0.09,"1027379","977011","50368","4.9000000000000004",848070.440241941,"2014","113941","78775","78711","74827","3884","64","35166","78711","57761","16360","8340","20951","73496","56494","6190","4719","685","2116","3292","24.3","74827","49399","7059","11200","2841","4328","74827","145","3089","15667","2117","5907","1414","6140","2836","19981","10592","3820","1603","1516","74827","66534","4939","3354","0","54473","1952","1194","2707","3047","4196","5608","6353","11017","6581","11818","104681","139463","46542","147470","9373","20578","5711","25772","1902","10600","1272","6693","1337","37225","125964","154133","52154","17248","73683","102692","72361","101308","72655","149423","141803","120028","32882","7620","38757","94559","75540","71747","67724","64250","4614","4023","3793","2527","2185","342","1266","19019","17688","13937","4844","1331","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"1635","Michelson Marketplace",2014-11-11,"Single Asset","US","Retail","In November 2014, Willow Bridge Property Company acquired Michelson Marketplace from Wilks Land Company. The retail property is located in Irvine, CA, US.","Willow Bridge Property Company","Unidentified Seller/s","North America","US","CA","Irvine","Retail, Shopping Center, Strip Center","Michelson Marketplace","Fund Manager","Other",13,NA,41525,NA,"2014-11","Irvine",0,2014-11-01,0.09,"6582279","6111300","470979","7.2",762222.609871638,"2014","194527","126791","126791","119284","7507","0","67736","126791","103785","20097","9334","39178","116246","92561","7030","1568","4194","1968","8925","24.0","119284","78590","9164","25242","2442","3846","119284","81","2563","14155","5271","9084","2054","4814","12114","24935","28977","8467","4776","1993","119284","97454","14768","7035","27","90513","6928","2159","4281","4454","8041","10694","12421","18266","9659","13610","90743","117039","76161","120988","16643","19471","9187","48938","2895","8541","2197","3935","3284","60468","114422","137125","43412","30045","58447","73472","53128","91308","61055","247920","235159","197588","51537","12761","59672","163039","121008","114106","107943","102816","6090","6163","6902","5677","3715","2348","1225","42031","38606","31816","7839","3425","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"1636","330 North Union Avenue",2014-11-11,"Single Asset","US","Land","In November 2014, Bond Companies acquired 330 North Union Avenue from an unidentified seller. The land development site is located in Los Angeles, CA, US.","Bond Companies","Unidentified Seller/s","North America","US","CA","Los Angeles","Land, Development Site","330 North Union Avenue","Fund Manager","Other",NA,NA,27611,NA,"2014-11","Los Angeles",0,2014-11-01,0.09,"6582279","6111300","470979","7.2",573266.165921086,"2014","3168861","2108160","2107329","1917414","189915","831","1060701","2107329","1601985","286518","179797","528163","1865765","1274181","166249","198488","63501","55977","107369","30.2","1917414","698722","394502","442225","154206","227759","1917414","10130","120726","167879","54941","198121","75748","109684","122694","263209","368833","250163","134285","41001","1917414","1531269","172477","210247","3421","1343084","104136","94456","161722","141565","162251","216170","139071","153470","72493","97750","50544","80620","1112686","81186","289013","15625","127460","25136","94670","9135","55024","4518","136912","805997","55147","89793","29195","537087","39756","63027","26583","38903","38575","3901430","3213899","2035408","1413095","687531","855397","2601134","2003514","1823868","1391665","1190751","227701","432203","179646","118416","63577","58967","61230","597620","461491","245747","234889","136129","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1637","Rocklin Corporate Center",2014-11-07,"Single Asset","US","Office","In November 2014, KBS, on behalf of its KBS Real Estate Investment Trust III fund, acquired Rocklin Corporate Center from Opus Group. The office complex is located in Sacramento, CA, US.","KBS","Opus Group","North America","US","CA","Sacramento","Office","Rocklin Corporate Center","Fund Manager","Fund Manager",33.8,NA,220023,NA,"2014-11","Sacramento",0,2014-11-01,0.09,"1045872","976559","69313","6.6",268258.979229208,"2014","378284","237122","236430","212022","24408","692","141162","236430","194975","39724","25033","72479","207214","154928","23250","8420","6180","5918","8518","24.2","212022","78411","43923","52338","17065","20285","212022","1398","12928","10242","6078","21023","10872","4229","12102","25853","47765","24068","10913","24551","212022","149365","49596","12616","445","177553","13931","15022","18232","18422","25083","29713","20515","20458","9168","7009","48829","70437","135399","72186","42262","16068","29634","32876","19892","10383","9891","5070","24649","104538","57084","82838","26656","73015","36506","49918","30535","45604","42166","480323","425109","288941","183070","55214","118418","306710","226234","203165","173788","153188","25925","29377","23069","17097","7960","10166","5972","80476","67644","32500","40048","12832","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1638","Northgate Business Center",2014-11-06,"Single Asset","US","Industrial","In November 2014, Avistone acquired Northgate Business Center from an unidentified seller. The industrial complex is located in Sacramento, CA, US.","Avistone","Unidentified Seller/s","North America","US","CA","Sacramento","Industrial, Flex, Office","Northgate Business Center","Fund Manager","Other",NA,NA,139691,NA,"2014-11","Sacramento",0,2014-11-01,0.09,"1045872","976559","69313","6.6",268258.979229208,"2014","378284","237122","236430","212022","24408","692","141162","236430","194975","39724","25033","72479","207214","154928","23250","8420","6180","5918","8518","24.2","212022","78411","43923","52338","17065","20285","212022","1398","12928","10242","6078","21023","10872","4229","12102","25853","47765","24068","10913","24551","212022","149365","49596","12616","445","177553","13931","15022","18232","18422","25083","29713","20515","20458","9168","7009","48829","70437","135399","72186","42262","16068","29634","32876","19892","10383","9891","5070","24649","104538","57084","82838","26656","73015","36506","49918","30535","45604","42166","480323","425109","288941","183070","55214","118418","306710","226234","203165","173788","153188","25925","29377","23069","17097","7960","10166","5972","80476","67644","32500","40048","12832","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1639","Millenium Del Rey",2014-11-05,"Single Asset","US","Residential","In November 2014, American Realty Advisors acquired Millenium Del Rey from The Dinerstein Companies. The residential property is located in Los Angeles, CA, US.","American Realty Advisors","The Dinerstein Companies","North America","US","CA","Los Angeles","Residential, Multi-Family","Millenium Del Rey","Fund Manager","Fund Manager",99.5,NA,NA,NA,"2014-11","Los Angeles",0,2014-11-01,0.09,"6582279","6111300","470979","7.2",573266.165921086,"2014","3168861","2108160","2107329","1917414","189915","831","1060701","2107329","1601985","286518","179797","528163","1865765","1274181","166249","198488","63501","55977","107369","30.2","1917414","698722","394502","442225","154206","227759","1917414","10130","120726","167879","54941","198121","75748","109684","122694","263209","368833","250163","134285","41001","1917414","1531269","172477","210247","3421","1343084","104136","94456","161722","141565","162251","216170","139071","153470","72493","97750","50544","80620","1112686","81186","289013","15625","127460","25136","94670","9135","55024","4518","136912","805997","55147","89793","29195","537087","39756","63027","26583","38903","38575","3901430","3213899","2035408","1413095","687531","855397","2601134","2003514","1823868","1391665","1190751","227701","432203","179646","118416","63577","58967","61230","597620","461491","245747","234889","136129","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1640","600 California Street",2014-11-04,"Single Asset","US","Office","In November 2014, Bentall Kennedy acquired 600 California Street from Clarion Partners. The office property is located in San Francisco, CA, US.","Bentall Kennedy","Clarion Partners","North America","US","CA","San Francisco","Office","600 California Street","Fund Manager","Fund Manager",215.1,NA,358590,NA,"2014-11","San Francisco",0,2014-11-01,0.09,"2456099","2336543","119556","4.9000000000000004",1078007.94215995,"2014","748331","525881","525656","493105","32551","225","222450","525656","367778","43932","30581","65164","480997","164564","34132","163484","53875","31356","33586","31.7","493105","265311","88680","94445","16092","28577","493105","1254","14867","23466","8478","47445","19722","30990","37117","112460","93032","66772","21575","15927","493105","394282","56014","42004","805","353406","21295","20780","25225","18566","30151","44777","37803","64273","33708","56828","85070","119215","283893","126022","82769","16470","40522","27457","25420","9301","8630","5660","15301","162498","100850","141220","51727","190908","68748","97202","49201","73173","62090","847976","787099","618159","239652","60877","114185","613494","501512","469935","434404","398628","41883","35531","31577","23858","14051","10894","7719","111982","98252","59328","44737","13730","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1641","461-469 North Beverly Drive",2014-11-04,"Single Asset","US","Office","In November 2014, Jenel Management acquired 461-469 North Beverly Drive from an unidentified group of trustees. The office property is located in Los Angeles, CA, US.","Jenel Management","Unidentified Seller/s","North America","US","CA","Los Angeles","Office, Retail","461-469 North Beverly Drive","Fund Manager","Other",47.25,NA,26523,NA,"2014-11","Los Angeles",0,2014-11-01,0.09,"6582279","6111300","470979","7.2",573266.165921086,"2014","3168861","2108160","2107329","1917414","189915","831","1060701","2107329","1601985","286518","179797","528163","1865765","1274181","166249","198488","63501","55977","107369","30.2","1917414","698722","394502","442225","154206","227759","1917414","10130","120726","167879","54941","198121","75748","109684","122694","263209","368833","250163","134285","41001","1917414","1531269","172477","210247","3421","1343084","104136","94456","161722","141565","162251","216170","139071","153470","72493","97750","50544","80620","1112686","81186","289013","15625","127460","25136","94670","9135","55024","4518","136912","805997","55147","89793","29195","537087","39756","63027","26583","38903","38575","3901430","3213899","2035408","1413095","687531","855397","2601134","2003514","1823868","1391665","1190751","227701","432203","179646","118416","63577","58967","61230","597620","461491","245747","234889","136129","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1642","Carthay Campus",2014-11-03,"Single Asset","US","Office","In November 2014, Douglas Emmett acquired Carthay Campus from a joint venture between Cambria Realty and PRP, on behalf of its Perseus Realty Partners II. The office complex is located in Los Angeles, CA, US.","Douglas Emmett","PRP, Unidentified Seller/s","North America","US","CA","Los Angeles","Office","Carthay Campus","Fund Manager","Fund Manager, Other",75.3,NA,216251,NA,"2014-11","Los Angeles",0,2014-11-01,0.09,"6582279","6111300","470979","7.2",573266.165921086,"2014","3168861","2108160","2107329","1917414","189915","831","1060701","2107329","1601985","286518","179797","528163","1865765","1274181","166249","198488","63501","55977","107369","30.2","1917414","698722","394502","442225","154206","227759","1917414","10130","120726","167879","54941","198121","75748","109684","122694","263209","368833","250163","134285","41001","1917414","1531269","172477","210247","3421","1343084","104136","94456","161722","141565","162251","216170","139071","153470","72493","97750","50544","80620","1112686","81186","289013","15625","127460","25136","94670","9135","55024","4518","136912","805997","55147","89793","29195","537087","39756","63027","26583","38903","38575","3901430","3213899","2035408","1413095","687531","855397","2601134","2003514","1823868","1391665","1190751","227701","432203","179646","118416","63577","58967","61230","597620","461491","245747","234889","136129","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1643","Pacific Shores Center",2014-11-03,"Single Asset","US","Office","In November 2014, DivcoWest acquired Pacific Shores Center from Shorenstein Properties. The office property is located in San Francisco, CA, US.","DivcoWest","Shorenstein Properties","North America","US","CA","San Francisco","Office","Pacific Shores Center","Fund Manager","Fund Manager",260,NA,447747,NA,"2014-11","San Francisco",0,2014-11-01,0.09,"2456099","2336543","119556","4.9000000000000004",1078007.94215995,"2014","748331","525881","525656","493105","32551","225","222450","525656","367778","43932","30581","65164","480997","164564","34132","163484","53875","31356","33586","31.7","493105","265311","88680","94445","16092","28577","493105","1254","14867","23466","8478","47445","19722","30990","37117","112460","93032","66772","21575","15927","493105","394282","56014","42004","805","353406","21295","20780","25225","18566","30151","44777","37803","64273","33708","56828","85070","119215","283893","126022","82769","16470","40522","27457","25420","9301","8630","5660","15301","162498","100850","141220","51727","190908","68748","97202","49201","73173","62090","847976","787099","618159","239652","60877","114185","613494","501512","469935","434404","398628","41883","35531","31577","23858","14051","10894","7719","111982","98252","59328","44737","13730","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
"1644","Westlake Spectrum",2014-11-03,"Single Asset","US","Office","In November 2014, a joint venture between Rockwood Capital and Barker Pacific Group acquired Westlake Spectrum from TA Associates Realty. The office complex is located in Westlake Village, CA, US.","Rockwood Capital, Barker Pacific Group","TA Realty","North America","US","CA","Westlake Village","Office","Westlake Spectrum","Fund Manager, Fund Manager","Fund Manager",NA,NA,107381,NA,"2014-11","Thousand Oaks",3979.3084059343,2014-11-01,0.09,"428969","402089","26880","6.3",623293.415556873,"2014","104953","69501","69501","63512","5989","0","35452","69501","54124","7010","4181","20950","62128","50323","4185","1053","740","1723","4104","26.1","63512","31816","9195","15614","3377","3510","63512","458","2793","5811","1369","7411","1555","3270","6600","10387","11297","7507","2728","2326","63512","49595","6261","7656","0","45863","2136","1017","2301","2569","3909","4956","6534","8807","5691","7943","97291","126242","37203","123331","14405","21904","8840","37878","1303","7403","680","8018","998","33375","111323","144092","46185","12488","53739","73916","43396","81952","60911","129021","120695","102715","34100","8326","28733","78412","62024","57121","52649","50001","3433","4472","4903","3706","2364","1494","1197","16388","14767","11479","4225","1621","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",0
"1645","Alice Court",2014-11-01,"Single Asset","US","Residential","In November 2014, 29th Street Capital acquires Alice Court from an unidentified seller. The multi-family residential property is located in Oakland, CA, US.","29th Street Capital","Unidentified Seller/s","North America","US","CA","Oakland","Residential, Multi-Family, Garden/Low Rise Multi-Family","Alice Court","Fund Manager","Other",NA,NA,25662,NA,"2014-11","Oakland",0,2014-11-01,0.09,"2456099","2336543","119556","4.9000000000000004",481801.58344381,"2014","334939","223077","222867","205834","17033","210","111862","222867","176429","32062","20789","50980","197366","102201","22461","40484","8519","10923","12778","30.7","205834","89077","43892","37435","14284","21146","205834","1248","11487","13837","3614","18588","8983","6818","10728","32262","51167","25528","13969","7605","205834","155504","31038","19029","263","156724","12531","11538","13831","15221","17312","25025","15826","22468","10643","12329","56188","85585","127225","86607","35563","16062","22140","28045","12309","10618","7828","4465","18078","87249","64491","100294","33609","69475","46151","62520","32093","51273","46711","411698","367164","248018","156962","44534","87081","276386","211696","196074","170876","147362","27647","25198","15622","11348","5326","6448","4274","64690","54349","26793","33204","10341","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)","(X)",1
